TRANSACTIONID;ACCOUNTID;ACCOUNTTYPEID;CUSTOMERID;CUSTOMERTYPEID;PRODUCTID;PRODUCTCATEGORYID;PROFITCENTERID;VERSION;DATE;VALUE
32489;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190201;31388,69
32490;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190301;29871,42
32491;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190401;53422,68
32492;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190501;89567,78
32493;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190601;50348,75
32494;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190701;44200,91
32495;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190801;34237,16
32496;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20190901;43034,93
32497;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20191001;55648,63
32498;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20191101;48122,81
32499;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20191201;37523,08
32500;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200101;13143,68
32501;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200201;35085,13
32502;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200301;33389,18
32503;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200401;82759,65
32504;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200501;138794,81
32505;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M525;MT;US10_PCM2S;Actual;20200601;66035,29
32506;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180401;11354,78
32507;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180501;4675,5
32508;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180601;1669,82
32509;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180701;1168,87
32510;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180801;8516,08
32511;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20180901;3673,6
32512;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20181001;4007,57
32513;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20181101;10018,92
32514;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20181201;5510,41
32515;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190101;6178,33
32516;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190201;5009,46
32517;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190301;5647,52
32518;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190401;12691,95
32519;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190501;5226,1
32520;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190601;1866,46
32521;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190701;1306,52
32522;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190801;9518,96
32523;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20190901;4106,22
32524;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20191001;4479,51
32525;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20191101;11198,78
32526;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20191201;6159,33
32527;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200101;6905,92
32528;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200201;5599,39
32529;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200301;6312,59
32530;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200401;22073,89
32531;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200501;8418,01
32532;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-M550;MT;US10_PCM1S;Actual;20200601;7295,62
32533;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180401;1014,62
32534;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180501;1722,49
32535;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180601;448,32
32536;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180701;1934,86
32537;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180801;1038,21
32538;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20180901;1085,41
32539;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20181001;353,93
32540;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20181101;141,58
32541;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20181201;802,25
32542;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190101;141,57
32543;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190201;566,29
32544;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190301;991,02
32545;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190401;1134,1
32546;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190501;1925,34
32547;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190601;501,12
32548;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190701;2162,71
32549;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190801;1160,48
32550;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20190901;1213,23
32551;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20191001;395,61
32552;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20191101;158,25
32553;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20191201;896,72
32554;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200101;158,24
32555;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200201;632,98
32556;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200301;1107,72
32557;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200401;2059,25
32558;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200501;3946,89
32559;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R100;RC;US10_PCR3S;Actual;20200601;1458,63
32560;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180401;70915,28
32561;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180501;20742,02
32562;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180601;11632,35
32563;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180701;6586,99
32564;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180801;7287,73
32565;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20180901;16537,55
32566;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20181001;18920,08
32567;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20181101;5465,8
32568;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20181201;8268,78
32569;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190101;16537,56
32570;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190201;17518,59
32571;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190301;11523,04
32572;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190401;79266,5
32573;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190501;23184,67
32574;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190601;13002,22
32575;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190701;7362,69
32576;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190801;8145,96
32577;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20190901;18485,07
32578;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20191001;21148,18
32579;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20191101;6109,47
32580;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20191201;9242,54
32581;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200101;18485,08
32582;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200201;19581,64
32583;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200301;12880,04
32584;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200401;64267,29
32585;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200501;26444,93
32586;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R200;RC;US10_PCR2S;Actual;20200601;4151,23
32587;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180401;72333,63
32588;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180501;17184,23
32589;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180601;7193,4
32590;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180701;21979,84
32591;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180801;4196,14
32592;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20180901;57946,83
32593;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20181001;11789,18
32594;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20181101;27175,07
32595;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20181201;16584,78
32596;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190101;17983,5
32597;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190201;51352,88
32598;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190301;40300,1
32599;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190401;80851,88
32600;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190501;19207,9
32601;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190601;8040,52
32602;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190701;24568,26
32603;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190801;4690,3
32604;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20190901;64770,84
32605;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20191001;13177,52
32606;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20191101;30375,29
32607;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20191201;18537,86
32608;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200101;20101,3
32609;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200201;57400,37
32610;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200301;45045,98
32611;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200401;78525
32612;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200501;43200
32613;FPA1/020;EXP;USCU_S15;Z1;MZ-FG-R300;RC;US10_PCR1S;Actual;20200601;11025
32614;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180401;1853,51
32615;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180501;1714,5
32616;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180601;1065,77
32617;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180701;1946,19
32618;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180801;2386,39
32619;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20180901;718,24
32620;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20181001;556,05
32621;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20181101;1668,16
32622;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20181201;1088,94
32623;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190101;1135,26
32624;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190201;1251,12
32625;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190301;463,38
32626;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190401;2071,78
32627;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190501;1916,4
32628;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190601;1191,28
32629;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190701;2175,38
32630;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190801;2667,42
32631;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20190901;802,82
32632;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20191001;621,53
32633;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20191101;1864,61
32634;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20191201;1217,17
32635;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200101;1268,95
32636;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200201;1398,45
32637;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200301;517,94
32638;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200401;4001,85
32639;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200501;4844,35
32640;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C900;CR;US10_PCC3S;Actual;20200601;3327,86
32641;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180401;19750,66
32642;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180501;15949,45
32643;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180601;13637,36
32644;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180701;11286,1
32645;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180801;7367,31
32646;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20180901;8895,63
32647;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20181001;6779,5
32648;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20181101;12148,23
32649;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20181201;8934,82
32650;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190101;16223,76
32651;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190201;6505,19
32652;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190301;8974,02
32653;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190401;22076,57
32654;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190501;17827,72
32655;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190601;15243,34
32656;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190701;12615,19
32657;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190801;8234,91
32658;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20190901;9943,21
32659;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20191001;7577,88
32660;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20191101;13578,85
32661;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20191201;9987,01
32662;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200101;18134,33
32663;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200201;7271,26
32664;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200301;10030,83
32665;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200401;37263,6
32666;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200501;49447,34
32667;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C950;CR;US10_PCC2S;Actual;20200601;20163,68
32668;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180401;8571,4
32669;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180501;8205,79
32670;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180601;5077,83
32671;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180701;8124,54
32672;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180801;5646,57
32673;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20180901;3168,57
32674;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20181001;4265,39
32675;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20181101;15274,13
32676;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20181201;9505,71
32677;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190101;8652,64
32678;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190201;8287,04
32679;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190301;18280,22
32680;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190401;9580,79
32681;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190501;9172,13
32682;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190601;5675,81
32683;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190701;9081,32
32684;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190801;6311,52
32685;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20190901;3541,71
32686;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20191001;4767,7
32687;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20191101;17072,87
32688;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20191201;10625,14
32689;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200101;9671,6
32690;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200201;9262,95
32691;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200301;20432,96
32692;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200401;31242,17
32693;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200501;15510,29
32694;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-C990;CR;US10_PCC1S;Actual;20200601;9232,31
32695;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180401;2035,46
32696;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180501;1394,66
32697;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180601;3128,56
32698;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180701;1281,58
32699;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180801;829,26
32700;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20180901;1545,45
32701;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20181001;527,71
32702;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20181101;640,79
32703;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20181201;301,55
32704;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190101;263,86
32705;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190201;301,55
32706;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190301;1846,99
32707;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190401;2275,16
32708;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190501;1558,9
32709;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190601;3496,99
32710;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190701;1432,5
32711;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190801;926,91
32712;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20190901;1727,45
32713;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20191001;589,85
32714;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20191101;716,25
32715;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20191201;337,06
32716;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20200101;294,93
32717;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20200201;337,06
32718;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20200301;2064,5
32719;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20200401;3152,52
32720;FPA1/020;EXP;USCU_S16;Z1;MZ-FG-M500;MT;US10_PCM3S;Actual;20200501;2398,65
