po_id,supplier_id,po_date,expected_delivery_date,actual_delivery_date,po_status,total_amount
PO0001099,SUP0097,2025-08-22,2025-10-02,2025-10-01,Completed,27029.64
PO0001100,SUP0052,2025-03-16,2025-04-12,2025-04-12,Completed,8043.43
PO0001101,SUP0057,2025-07-26,2025-08-05,,Cancelled,30122.97
PO0001102,SUP0007,2025-10-11,2025-10-23,2025-11-10,Delayed,28603.29
PO0001103,SUP0081,2025-11-18,2025-12-06,2025-12-03,Completed,1613.82
PO0001104,SUP0039,2025-01-05,2025-02-08,,Cancelled,30703.81
PO0001105,SUP0043,2025-09-22,2025-10-04,,In Progress,2390.75
PO0001106,SUP0015,2026-04-02,2026-05-02,2026-05-06,Completed,2638.4
PO0001107,SUP0042,2025-07-16,2025-08-03,2025-08-03,Completed,2201.4
PO0001108,SUP0029,2025-11-04,2025-12-17,2026-01-02,Delayed,10548.47
PO0001109,SUP0096,2026-01-09,2026-02-07,2026-02-11,Completed,6960.56
PO0001110,SUP0072,2025-12-07,2025-12-25,,In Progress,11849.45
PO0001111,SUP0033,2025-02-04,2025-03-04,,Cancelled,7503.15
PO0001112,SUP0052,2025-04-15,2025-05-10,2025-05-09,Completed,1154.35
PO0001113,SUP0068,2025-09-26,2025-10-09,,In Progress,82165.64
PO0001114,SUP0084,2026-02-09,2026-03-01,2026-03-02,Completed,28845.02
PO0001115,SUP0009,2025-08-14,2025-09-15,2025-09-15,Completed,22196.46
PO0001116,SUP0021,2025-11-02,2025-11-20,,Cancelled,9483.74
PO0001117,SUP0053,2025-08-06,2025-09-07,2025-09-06,Completed,7499.36
PO0001118,SUP0054,2026-01-01,2026-02-06,,In Progress,29424.64
PO0001119,SUP0073,2025-09-27,2025-10-28,2025-10-31,Delayed,9137.36
PO0001120,SUP0071,2025-05-01,2025-05-28,2025-05-28,Completed,55338.57
PO0001121,SUP0019,2025-11-01,2025-11-28,,Cancelled,1090.08
PO0001122,SUP0003,2026-01-23,2026-02-20,,In Progress,1464.22
PO0001123,SUP0020,2025-04-30,2025-05-28,,In Progress,36791.22
PO0001124,SUP0061,2025-04-05,2025-04-21,2025-04-24,Completed,13130.64
PO0001125,SUP0057,2025-06-06,2025-07-04,2025-07-04,Completed,1414.96
PO0001126,SUP0096,2025-07-10,2025-07-27,2025-07-24,Completed,560.61
PO0001127,SUP0075,2025-06-01,2025-06-28,2025-06-28,Completed,25521.1
PO0001128,SUP0068,2025-09-04,2025-09-20,,In Progress,77899.94
PO0001129,SUP0004,2026-01-20,2026-02-17,2026-03-08,Delayed,1973.31
PO0001130,SUP0006,2025-01-24,2025-02-20,2025-02-24,Completed,643.72
PO0001131,SUP0067,2025-03-23,2025-04-08,,Pending Approval,71806.33
PO0001132,SUP0042,2026-03-26,2026-04-26,2026-04-24,Completed,21095.96
PO0001133,SUP0055,2025-04-26,2025-06-05,2025-06-14,Delayed,6827.12
PO0001134,SUP0042,2026-01-26,2026-03-01,2026-03-01,Completed,3104.42
PO0001135,SUP0011,2025-01-05,2025-01-27,2025-02-16,Delayed,9135.74
PO0001136,SUP0024,2026-05-30,2026-06-15,2026-06-21,Completed,4392.54
PO0001137,SUP0020,2025-01-19,2025-03-04,2025-03-24,Delayed,6938.04
PO0001138,SUP0095,2025-09-19,2025-09-24,2025-09-28,Completed,11688.6
PO0001139,SUP0083,2025-12-22,2026-01-07,2026-01-17,Delayed,4489.2
PO0001140,SUP0013,2025-03-15,2025-04-15,2025-04-29,Delayed,20626.99
PO0001141,SUP0074,2025-01-01,2025-01-25,2025-01-23,Completed,8412.42
PO0001142,SUP0062,2025-01-15,2025-02-08,,In Progress,21990.69
PO0001143,SUP0024,2025-10-15,2025-11-14,2025-11-15,Completed,103791.4
PO0001144,SUP0047,2025-12-12,2026-01-11,,Pending Approval,37720.83
PO0001145,SUP0081,2025-03-09,2025-03-16,2025-03-22,Delayed,7506.3
PO0001146,SUP0065,2025-12-26,2026-02-04,2026-02-07,Completed,91011.39
PO0001147,SUP0096,2025-05-12,2025-06-06,,Pending Approval,30416.9
PO0001148,SUP0095,2026-05-25,2026-06-17,,Cancelled,20284.4
PO0001149,SUP0094,2025-10-16,2025-11-29,2025-11-27,Completed,13102.13
PO0001150,SUP0040,2025-10-03,2025-11-02,2025-11-05,Delayed,35759.32
PO0001151,SUP0061,2025-12-10,2025-12-24,2026-01-12,Delayed,5102.58
PO0001152,SUP0039,2025-05-24,2025-06-24,2025-06-19,Completed,3352.06
PO0001153,SUP0065,2025-06-22,2025-07-08,2025-07-23,Delayed,7963.14
PO0001154,SUP0067,2025-08-21,2025-09-22,2025-09-24,Completed,135451.88
PO0001155,SUP0068,2025-06-20,2025-07-22,2025-08-03,Delayed,59291.97
PO0001156,SUP0070,2025-11-24,2025-12-27,2025-12-24,Completed,101255.38
PO0001157,SUP0086,2025-01-24,2025-02-23,2025-02-28,Completed,16479.33
PO0001158,SUP0043,2026-04-07,2026-05-10,,Cancelled,22673.72
PO0001159,SUP0076,2025-01-30,2025-02-26,2025-02-23,Completed,16843.87
PO0001160,SUP0046,2025-02-22,2025-03-22,2025-03-19,Completed,1024.2
PO0001161,SUP0002,2025-05-02,2025-06-03,2025-05-30,Completed,15230.6
PO0001162,SUP0016,2025-05-12,2025-05-28,,In Progress,118527.06
PO0001163,SUP0034,2025-04-21,2025-05-11,2025-05-15,Completed,1905.39
PO0001164,SUP0034,2025-06-12,2025-06-22,,In Progress,16156.01
PO0001165,SUP0043,2025-03-01,2025-03-14,,Cancelled,2909.97
PO0001166,SUP0035,2025-01-09,2025-01-31,,Pending Approval,5159.26
PO0001167,SUP0069,2025-02-18,2025-03-22,2025-04-08,Delayed,1584.24
PO0001168,SUP0082,2026-02-17,2026-04-08,,In Progress,33514.71
PO0001169,SUP0047,2025-09-30,2025-10-19,2025-10-21,Completed,39966.48
PO0001170,SUP0012,2025-11-23,2025-12-09,2025-12-04,Completed,15836.09
PO0001171,SUP0065,2025-12-11,2026-01-04,2025-12-30,Completed,151259.24
PO0001172,SUP0034,2026-04-14,2026-05-17,2026-06-04,Delayed,13099.59
PO0001173,SUP0087,2026-04-30,2026-06-01,,Cancelled,22540.77
PO0001174,SUP0053,2026-03-03,2026-03-23,2026-03-29,Completed,14035.11
PO0001175,SUP0014,2025-01-03,2025-01-16,2025-01-15,Completed,24753.39
PO0001176,SUP0064,2025-07-23,2025-08-02,,Cancelled,6444.29
PO0001177,SUP0060,2025-05-16,2025-06-08,2025-06-07,Completed,4669.56
PO0001178,SUP0051,2025-12-30,2026-01-24,2026-01-19,Completed,9338.69
PO0001179,SUP0075,2025-06-20,2025-07-29,2025-08-11,Delayed,4837.14
PO0001180,SUP0070,2025-06-04,2025-07-10,,In Progress,17659.84
PO0001181,SUP0100,2025-03-02,2025-03-29,2025-03-26,Completed,13972.8
PO0001182,SUP0007,2025-11-10,2025-12-09,2025-12-07,Completed,25119.88
PO0001183,SUP0093,2025-12-22,2026-01-24,2026-01-19,Completed,14596.53
PO0001184,SUP0064,2026-01-18,2026-02-12,2026-02-27,Delayed,10889.64
PO0001185,SUP0098,2025-08-13,2025-09-04,2025-09-05,Completed,9135.42
PO0001186,SUP0023,2026-01-13,2026-02-02,2026-02-18,Delayed,437.38
PO0001187,SUP0068,2025-08-12,2025-08-21,2025-08-16,Completed,17400.36
PO0001188,SUP0095,2026-05-07,2026-06-03,2026-06-02,Completed,6131.99
PO0001189,SUP0045,2026-03-28,2026-04-28,,In Progress,2138.33
PO0001190,SUP0039,2025-07-30,2025-08-28,2025-09-03,Completed,136781.26
PO0001191,SUP0049,2026-04-27,2026-06-03,2026-06-23,Delayed,33436.2
PO0001192,SUP0068,2026-02-20,2026-03-18,2026-03-13,Completed,11178.5
PO0001193,SUP0092,2025-08-22,2025-09-05,,In Progress,27308.72
PO0001194,SUP0071,2025-09-15,2025-10-20,2025-10-19,Completed,9323.39
PO0001195,SUP0028,2026-01-10,2026-01-23,2026-01-21,Completed,99183.72
PO0001196,SUP0089,2026-03-18,2026-04-07,2026-04-15,Delayed,4625.9
PO0001197,SUP0039,2025-04-12,2025-05-18,2025-05-19,Completed,810.3
PO0001198,SUP0092,2026-01-06,2026-01-17,2026-01-22,Completed,10863.33
PO0001199,SUP0033,2025-06-17,2025-07-02,2025-07-04,Completed,18792.54
PO0001200,SUP0031,2025-03-01,2025-03-25,2025-04-07,Delayed,2795.31
PO0001201,SUP0058,2025-06-30,2025-07-29,,In Progress,68.6
PO0001202,SUP0071,2025-07-03,2025-07-16,2025-07-16,Completed,29258.83
PO0001203,SUP0074,2025-02-01,2025-02-24,2025-02-25,Completed,17242.77
PO0001204,SUP0071,2025-06-21,2025-07-22,,Cancelled,45565.68
PO0001205,SUP0019,2026-03-07,2026-03-13,2026-04-01,Delayed,40679.66
PO0001206,SUP0093,2026-04-12,2026-05-02,,In Progress,9589.35
PO0001207,SUP0014,2025-02-04,2025-03-05,2025-02-28,Completed,7645.66
PO0001208,SUP0093,2025-08-20,2025-09-05,2025-09-06,Completed,13988.32
PO0001209,SUP0072,2025-02-11,2025-03-13,2025-03-13,Completed,12101.4
PO0001210,SUP0021,2025-02-06,2025-03-03,2025-03-04,Completed,12990.43
PO0001211,SUP0091,2025-08-23,2025-09-16,,In Progress,56166.52
PO0001212,SUP0036,2026-01-28,2026-02-22,2026-02-23,Completed,23626.8
PO0001213,SUP0082,2026-01-19,2026-02-09,2026-02-24,Delayed,5994.99
PO0001214,SUP0084,2026-01-12,2026-02-08,2026-02-13,Completed,4296.49
PO0001215,SUP0016,2025-04-22,2025-04-27,2025-04-30,Completed,255535.41
PO0001216,SUP0036,2025-10-13,2025-10-20,2025-10-16,Completed,44870.76
PO0001217,SUP0054,2025-04-03,2025-05-14,2025-05-12,Completed,4210.4
PO0001218,SUP0085,2025-01-16,2025-02-11,2025-02-23,Delayed,5907.18
PO0001219,SUP0065,2025-11-19,2025-12-18,2025-12-20,Completed,5810.7
PO0001220,SUP0099,2025-05-03,2025-05-13,2025-05-13,Completed,90184.54
PO0001221,SUP0051,2025-01-02,2025-01-20,2025-01-26,Delayed,22933.54
PO0001222,SUP0025,2025-02-05,2025-03-06,2025-03-21,Delayed,5416.5
PO0001223,SUP0064,2026-03-29,2026-04-24,2026-04-29,Completed,8874.56
PO0001224,SUP0052,2025-09-16,2025-10-05,2025-10-25,Delayed,6056.4
PO0001225,SUP0084,2025-05-27,2025-06-23,2025-06-21,Completed,11456.61
PO0001226,SUP0051,2025-04-04,2025-05-03,2025-05-07,Completed,15676.07
PO0001227,SUP0022,2025-05-25,2025-06-15,2025-06-10,Completed,35414.52
PO0001228,SUP0016,2025-10-02,2025-10-29,2025-11-12,Delayed,114282.48
PO0001229,SUP0099,2026-01-03,2026-01-08,2026-01-13,Delayed,53700.44
PO0001230,SUP0018,2025-03-25,2025-04-21,2025-04-20,Completed,131417.01
PO0001231,SUP0013,2025-12-25,2026-01-21,2026-02-01,Delayed,6093.22
PO0001232,SUP0058,2025-07-02,2025-08-05,2025-08-02,Completed,4901.28
PO0001233,SUP0056,2025-11-02,2025-11-09,2025-11-09,Completed,97077.29
PO0001234,SUP0094,2026-03-27,2026-05-09,2026-05-05,Completed,85503.91
PO0001235,SUP0082,2026-02-09,2026-02-20,,In Progress,18554.56
PO0001236,SUP0003,2025-03-19,2025-04-08,2025-04-05,Completed,6712.39
PO0001237,SUP0022,2025-01-22,2025-02-17,2025-02-17,Completed,2601.41
PO0001238,SUP0083,2025-02-01,2025-02-13,2025-02-20,Completed,3213.09
PO0001239,SUP0024,2025-09-10,2025-09-24,2025-09-24,Completed,1554.58
PO0001240,SUP0036,2026-03-04,2026-03-29,2026-03-31,Completed,20929.2
PO0001241,SUP0058,2026-03-10,2026-03-28,2026-03-26,Completed,6880.68
PO0001242,SUP0011,2025-04-03,2025-04-26,2025-05-01,Completed,36165.25
PO0001243,SUP0069,2026-04-07,2026-04-30,2026-05-03,Completed,10702.04
PO0001244,SUP0038,2025-07-13,2025-07-28,2025-07-29,Completed,5207.7
PO0001245,SUP0065,2025-10-08,2025-11-04,2025-11-05,Completed,35347.01
PO0001246,SUP0052,2025-02-03,2025-03-22,2025-03-24,Completed,745.47
PO0001247,SUP0062,2025-12-20,2026-01-10,2026-01-24,Delayed,349631.7
PO0001248,SUP0014,2026-03-04,2026-03-14,2026-03-17,Completed,36142.68
PO0001249,SUP0068,2025-03-09,2025-04-12,,In Progress,29328.9
PO0001250,SUP0099,2025-06-12,2025-07-01,2025-06-26,Completed,174594.17
PO0001251,SUP0091,2025-06-17,2025-07-22,2025-08-08,Delayed,28469.72
PO0001252,SUP0087,2026-03-26,2026-04-19,2026-05-02,Delayed,8855.9
PO0001253,SUP0069,2026-05-23,2026-06-20,2026-06-16,Completed,888.12
PO0001254,SUP0068,2025-03-22,2025-04-17,2025-04-17,Completed,12727.46
PO0001255,SUP0043,2026-04-09,2026-05-09,2026-05-06,Completed,20035.15
PO0001256,SUP0049,2025-08-22,2025-09-29,2025-09-26,Completed,20516.51
PO0001257,SUP0022,2025-03-17,2025-04-13,2025-04-11,Completed,11401.74
PO0001258,SUP0056,2025-08-12,2025-08-31,2025-08-27,Completed,11258.57
PO0001259,SUP0098,2026-01-26,2026-02-23,2026-02-24,Completed,10320.86
PO0001260,SUP0040,2025-05-26,2025-06-20,2025-06-23,Completed,2784.25
PO0001261,SUP0089,2025-10-17,2025-11-16,,Cancelled,6090.0
PO0001262,SUP0057,2025-11-22,2025-12-15,2025-12-19,Completed,5441.8
PO0001263,SUP0071,2025-12-22,2026-01-15,,In Progress,15871.31
PO0001264,SUP0072,2025-04-21,2025-05-24,2025-05-23,Completed,22172.56
PO0001265,SUP0086,2025-10-21,2025-11-12,2025-11-17,Completed,16628.48
PO0001266,SUP0077,2025-12-12,2025-12-27,,In Progress,36516.22
PO0001267,SUP0026,2025-09-04,2025-09-23,2025-09-18,Completed,40998.32
PO0001268,SUP0071,2025-02-03,2025-02-19,,In Progress,2716.56
PO0001269,SUP0007,2026-03-17,2026-04-01,2026-04-18,Delayed,22948.23
PO0001270,SUP0032,2026-04-15,2026-05-01,2026-05-11,Delayed,8808.28
PO0001271,SUP0010,2025-04-09,2025-05-02,2025-04-30,Completed,540.72
PO0001272,SUP0050,2026-04-01,2026-05-05,2026-05-13,Completed,5518.49
PO0001273,SUP0056,2026-03-13,2026-03-30,2026-04-02,Completed,10459.78
PO0001274,SUP0051,2025-01-30,2025-02-25,2025-02-23,Completed,70930.7
PO0001275,SUP0083,2025-11-29,2025-12-21,2025-12-29,Delayed,4567.26
PO0001276,SUP0063,2025-08-16,2025-09-02,2025-08-31,Completed,6951.79
PO0001277,SUP0054,2025-12-28,2026-02-11,2026-02-15,Delayed,85459.53
PO0001278,SUP0024,2025-02-02,2025-03-05,,In Progress,153926.43
PO0001279,SUP0091,2026-05-08,2026-05-21,2026-05-19,Completed,17219.99
PO0001280,SUP0099,2026-02-19,2026-03-19,2026-03-15,Completed,78051.12
PO0001281,SUP0090,2025-01-31,2025-02-20,2025-02-20,Completed,17183.25
PO0001282,SUP0065,2025-12-25,2026-01-28,2026-02-11,Delayed,23125.95
PO0001283,SUP0040,2025-03-12,2025-04-08,2025-04-21,Delayed,86152.0
PO0001284,SUP0087,2026-02-15,2026-03-31,2026-03-26,Completed,15050.53
PO0001285,SUP0069,2025-02-13,2025-02-24,2025-02-24,Completed,15614.83
PO0001286,SUP0031,2025-01-24,2025-02-18,2025-02-15,Completed,33802.2
PO0001287,SUP0092,2025-03-06,2025-03-20,2025-03-28,Delayed,23187.4
PO0001288,SUP0075,2026-05-24,2026-06-24,,In Progress,5711.34
PO0001289,SUP0008,2025-04-16,2025-05-14,,In Progress,2590.38
PO0001290,SUP0083,2025-12-25,2026-01-27,2026-02-06,Delayed,14105.05
PO0001291,SUP0028,2025-01-26,2025-03-05,2025-03-13,Delayed,60750.87
PO0001292,SUP0011,2025-08-12,2025-09-03,2025-08-31,Completed,3355.08
PO0001293,SUP0033,2025-08-11,2025-09-07,,In Progress,3166.29
PO0001294,SUP0030,2025-05-15,2025-06-18,2025-06-19,Completed,41264.36
PO0001295,SUP0024,2025-12-08,2025-12-16,,Cancelled,173726.38
PO0001296,SUP0006,2026-03-07,2026-03-28,2026-03-26,Completed,12301.31
PO0001297,SUP0040,2025-03-16,2025-04-03,,Pending Approval,15516.9
PO0001298,SUP0021,2026-01-01,2026-01-10,2026-01-11,Completed,4612.82
PO0001299,SUP0079,2026-03-06,2026-04-11,2026-04-11,Completed,21475.76
PO0001300,SUP0079,2025-09-23,2025-10-08,2025-10-12,Completed,4884.12
PO0001301,SUP0024,2025-04-28,2025-05-15,2025-05-15,Completed,91204.05
PO0001302,SUP0022,2025-02-03,2025-03-07,,Cancelled,6204.24
PO0001303,SUP0040,2026-05-17,2026-06-11,2026-06-10,Completed,6178.41
PO0001304,SUP0002,2025-08-05,2025-08-29,2025-08-29,Completed,474999.61
PO0001305,SUP0031,2025-09-24,2025-10-14,,In Progress,92057.28
PO0001306,SUP0050,2025-02-07,2025-03-14,2025-03-14,Completed,49605.46
PO0001307,SUP0006,2025-03-22,2025-04-10,2025-04-10,Completed,1173.51
PO0001308,SUP0009,2025-10-28,2025-12-02,,In Progress,522.06
PO0001309,SUP0094,2025-11-28,2025-12-16,2025-12-17,Completed,7418.54
PO0001310,SUP0052,2025-02-10,2025-03-13,2025-03-12,Completed,7830.26
PO0001311,SUP0002,2025-05-09,2025-05-28,2025-05-26,Completed,256.65
PO0001312,SUP0088,2026-01-03,2026-01-25,2026-01-29,Delayed,46287.78
PO0001313,SUP0055,2025-08-13,2025-09-07,2025-09-11,Completed,30581.8
PO0001314,SUP0061,2025-12-14,2026-01-07,2026-01-17,Delayed,10871.72
PO0001315,SUP0009,2025-09-17,2025-10-21,2025-10-22,Completed,7786.22
PO0001316,SUP0082,2026-04-11,2026-05-01,,In Progress,25616.94
PO0001317,SUP0084,2025-05-26,2025-06-28,2025-06-27,Completed,15199.61
PO0001318,SUP0041,2026-01-19,2026-02-14,2026-02-14,Completed,3888.94
PO0001319,SUP0099,2025-01-21,2025-02-15,,In Progress,11046.13
PO0001320,SUP0014,2025-02-27,2025-03-20,2025-03-25,Completed,18130.98
PO0001321,SUP0025,2025-01-24,2025-02-24,2025-02-27,Completed,4998.18
PO0001322,SUP0067,2026-02-23,2026-03-09,2026-03-28,Delayed,107684.99
PO0001323,SUP0052,2025-02-09,2025-03-12,2025-03-12,Completed,4066.19
PO0001324,SUP0099,2025-10-29,2025-11-30,,Pending Approval,35545.2
PO0001325,SUP0008,2025-04-25,2025-06-13,,Cancelled,4653.0
PO0001326,SUP0039,2025-07-22,2025-08-17,,Cancelled,400466.42
PO0001327,SUP0006,2025-07-29,2025-08-23,2025-08-18,Completed,7968.86
PO0001328,SUP0057,2025-06-13,2025-07-20,2025-08-08,Delayed,355.3
PO0001329,SUP0088,2025-02-10,2025-02-21,2025-02-16,Completed,4670.46
PO0001330,SUP0023,2025-10-25,2025-11-25,2025-12-10,Delayed,8381.16
PO0001331,SUP0025,2025-11-22,2025-12-04,2025-12-07,Completed,5324.28
PO0001332,SUP0099,2025-12-31,2026-01-15,2026-01-15,Completed,17281.16
PO0001333,SUP0010,2025-03-20,2025-04-27,2025-04-27,Completed,56.68
PO0001334,SUP0064,2025-09-09,2025-09-24,,In Progress,8157.12
PO0001335,SUP0064,2026-02-06,2026-03-10,2026-03-07,Completed,559.44
PO0001336,SUP0004,2025-10-31,2025-12-06,2025-12-11,Completed,14118.11
PO0001337,SUP0062,2025-05-17,2025-06-11,2025-06-09,Completed,21930.82
PO0001338,SUP0054,2026-02-27,2026-03-24,2026-03-20,Completed,69275.96
PO0001339,SUP0069,2026-01-26,2026-03-01,2026-02-26,Completed,6230.84
PO0001340,SUP0065,2025-06-13,2025-07-04,2025-07-07,Completed,7158.39
PO0001341,SUP0042,2026-01-11,2026-01-28,2026-02-01,Completed,6808.68
PO0001342,SUP0015,2025-09-08,2025-09-27,2025-09-27,Completed,8523.35
PO0001343,SUP0088,2026-04-01,2026-04-15,,In Progress,2832.62
PO0001344,SUP0034,2025-12-29,2026-02-02,2026-02-04,Completed,1752.36
PO0001345,SUP0044,2025-06-13,2025-07-04,2025-07-04,Completed,15652.15
PO0001346,SUP0018,2026-05-21,2026-06-27,2026-06-28,Completed,21054.43
PO0001347,SUP0059,2025-01-31,2025-02-28,,In Progress,15897.27
PO0001348,SUP0009,2025-11-24,2025-12-26,2025-12-27,Completed,45590.27
PO0001349,SUP0079,2025-08-24,2025-09-19,2025-09-19,Completed,4773.89
PO0001350,SUP0041,2025-07-18,2025-07-24,,Cancelled,8457.9
PO0001351,SUP0029,2025-06-30,2025-07-18,2025-07-13,Completed,12317.76
PO0001352,SUP0001,2025-09-08,2025-10-10,2025-10-23,Delayed,20002.09
PO0001353,SUP0012,2025-10-14,2025-11-02,2025-11-06,Completed,1425.62
PO0001354,SUP0009,2025-07-07,2025-07-13,,In Progress,14317.94
PO0001355,SUP0033,2025-12-30,2026-01-16,2026-01-15,Completed,4243.05
PO0001356,SUP0002,2025-01-29,2025-03-03,2025-03-09,Delayed,670.74
PO0001357,SUP0005,2025-09-20,2025-10-18,2025-10-30,Delayed,10576.4
PO0001358,SUP0008,2025-01-25,2025-03-04,,Pending Approval,98489.3
PO0001359,SUP0021,2025-10-26,2025-11-28,2025-12-12,Delayed,4745.36
PO0001360,SUP0097,2025-05-17,2025-05-28,2025-06-05,Completed,19192.61
PO0001361,SUP0003,2026-04-28,2026-06-07,,Cancelled,4355.4
PO0001362,SUP0026,2026-04-05,2026-05-07,2026-05-25,Delayed,17665.44
PO0001363,SUP0029,2026-04-25,2026-05-18,2026-05-15,Completed,38555.46
PO0001364,SUP0053,2025-12-21,2025-12-26,2025-12-21,Completed,8699.7
PO0001365,SUP0020,2025-12-14,2025-12-19,2025-12-20,Completed,39551.76
PO0001366,SUP0032,2026-02-07,2026-03-19,2026-03-21,Completed,29052.68
PO0001367,SUP0070,2026-01-10,2026-02-03,2026-02-09,Delayed,1160.32
PO0001368,SUP0004,2025-02-14,2025-03-07,,In Progress,2894.97
PO0001369,SUP0032,2025-10-02,2025-11-08,2025-11-08,Completed,17358.32
PO0001370,SUP0093,2025-09-15,2025-10-19,2025-10-19,Completed,598.57
PO0001371,SUP0009,2025-03-20,2025-04-19,2025-05-01,Delayed,4955.16
PO0001372,SUP0031,2025-04-25,2025-05-06,2025-05-08,Completed,22028.66
PO0001373,SUP0071,2025-11-16,2025-12-18,2026-01-05,Delayed,77938.45
PO0001374,SUP0032,2025-02-04,2025-03-01,2025-03-05,Delayed,90587.67
PO0001375,SUP0057,2026-02-04,2026-03-08,2026-03-06,Completed,14178.0
PO0001376,SUP0095,2025-06-25,2025-07-19,2025-07-27,Delayed,2351.79
PO0001377,SUP0041,2026-03-24,2026-04-21,2026-04-27,Completed,26420.76
PO0001378,SUP0046,2025-02-04,2025-02-26,2025-02-27,Completed,10901.94
PO0001379,SUP0043,2025-08-21,2025-09-15,2025-09-10,Completed,37768.2
PO0001380,SUP0079,2025-12-06,2026-01-03,,In Progress,17334.79
PO0001381,SUP0055,2025-10-30,2025-11-23,,Cancelled,58179.85
PO0001382,SUP0020,2026-03-31,2026-04-29,2026-04-29,Completed,17686.81
PO0001383,SUP0091,2025-10-09,2025-11-10,2025-11-05,Completed,43058.12
PO0001384,SUP0080,2025-09-25,2025-10-05,,In Progress,10754.25
PO0001385,SUP0029,2025-02-05,2025-02-19,2025-02-18,Completed,9945.27
PO0001386,SUP0006,2025-09-21,2025-10-15,,In Progress,932.58
PO0001387,SUP0058,2025-04-07,2025-05-21,,In Progress,53885.58
PO0001388,SUP0067,2026-02-02,2026-02-28,2026-02-23,Completed,45506.37
PO0001389,SUP0050,2025-09-29,2025-10-19,2025-10-21,Completed,11929.14
PO0001390,SUP0008,2025-11-07,2025-12-03,2025-12-01,Completed,394.62
PO0001391,SUP0072,2026-04-30,2026-05-23,2026-05-24,Completed,33148.67
PO0001392,SUP0019,2025-04-01,2025-04-25,2025-05-01,Completed,52.96
PO0001393,SUP0019,2025-03-30,2025-04-30,2025-04-30,Completed,11308.41
PO0001394,SUP0045,2025-05-10,2025-06-16,,In Progress,21485.52
PO0001395,SUP0018,2025-01-11,2025-02-22,2025-02-23,Completed,12478.03
PO0001396,SUP0087,2026-01-13,2026-02-06,2026-02-04,Completed,10136.8
PO0001397,SUP0037,2025-08-07,2025-09-03,2025-09-03,Completed,22674.6
PO0001398,SUP0018,2025-01-29,2025-03-01,2025-02-25,Completed,73112.79
PO0001399,SUP0091,2026-01-11,2026-01-29,2026-01-27,Completed,9328.0
PO0001400,SUP0001,2025-10-15,2025-11-07,2025-11-27,Delayed,1989.06
PO0001401,SUP0047,2025-10-01,2025-10-11,2025-10-28,Delayed,1182.94
PO0001402,SUP0048,2026-05-01,2026-05-30,2026-05-29,Completed,2573.12
PO0001403,SUP0059,2025-08-17,2025-09-15,2025-09-10,Completed,1688.96
PO0001404,SUP0038,2025-11-03,2025-11-18,2025-11-23,Completed,2137.28
PO0001405,SUP0007,2025-06-08,2025-06-30,,In Progress,4412.6
PO0001406,SUP0062,2025-04-13,2025-05-27,2025-05-31,Delayed,43692.18
PO0001407,SUP0002,2025-08-21,2025-09-02,2025-09-02,Completed,18635.15
PO0001408,SUP0078,2025-06-11,2025-06-25,2025-06-25,Completed,14788.38
PO0001409,SUP0044,2025-07-20,2025-07-25,2025-08-06,Delayed,1364.44
PO0001410,SUP0095,2025-05-01,2025-06-03,,In Progress,50383.23
PO0001411,SUP0083,2025-10-11,2025-11-11,2025-11-16,Completed,6498.98
PO0001412,SUP0017,2026-02-27,2026-03-29,2026-03-30,Completed,4237.38
PO0001413,SUP0050,2026-03-05,2026-03-23,2026-03-19,Completed,2464.33
PO0001414,SUP0048,2025-04-08,2025-04-13,2025-04-19,Completed,7493.04
PO0001415,SUP0089,2025-07-18,2025-07-31,2025-08-03,Delayed,4390.85
PO0001416,SUP0002,2025-01-14,2025-02-04,2025-02-01,Completed,21356.9
PO0001417,SUP0065,2026-03-06,2026-04-09,,Cancelled,27140.56
PO0001418,SUP0062,2026-04-23,2026-05-17,2026-05-15,Completed,109473.09
PO0001419,SUP0025,2025-12-21,2026-01-23,,In Progress,14291.55
PO0001420,SUP0024,2026-04-03,2026-04-26,2026-05-03,Delayed,5809.72
PO0001421,SUP0086,2025-10-06,2025-11-08,2025-11-22,Delayed,35258.27
PO0001422,SUP0023,2025-05-01,2025-05-31,,Cancelled,16182.12
PO0001423,SUP0080,2025-07-09,2025-07-30,,In Progress,2169.39
PO0001424,SUP0034,2026-02-15,2026-03-07,2026-03-07,Completed,7465.56
PO0001425,SUP0059,2025-10-15,2025-10-31,2025-10-31,Completed,4939.07
PO0001426,SUP0100,2026-05-06,2026-05-22,,In Progress,27376.84
PO0001427,SUP0007,2025-08-09,2025-09-05,2025-09-05,Completed,29587.95
PO0001428,SUP0098,2026-01-17,2026-02-04,2026-01-31,Completed,15277.44
PO0001429,SUP0091,2025-01-15,2025-02-15,2025-02-14,Completed,15311.12
