maintenance_id,elevator_id,maintenance_date,maintenance_type,issue_category,issue_description,technician_id,maintenance_status,downtime_hours,repair_cost,parts_cost,total_cost
MNT0016219,ELV00217,2025-08-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Completed,0.5,91.33,134.77,226.1
MNT0008656,ELV00063,2025-07-03,Corrective,Car Leveling Fault,Car Leveling Fault detected via IoT alarm (E909); technician dispatched for corrective action.,TCH082,Completed,0.5,202.89,947.08,1149.97
MNT0016533,ELV00088,2025-08-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH028,Completed,1.5,73.28,914.98,988.26
MNT0005304,ELV00008,2025-02-04,Emergency,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for emergency action.,TCH097,Completed,2.1,1222.68,772.03,1994.71
MNT0011506,ELV00090,2025-01-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.1,77.0,375.41,452.41
MNT0005368,ELV00259,2026-01-23,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH093,Completed,4.9,250.65,2113.74,2364.39
MNT0004097,ELV00035,2025-10-16,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH011,Completed,1.0,375.14,1408.2,1783.34
MNT0012423,ELV00173,2026-06-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH090,Completed,1.7,94.35,1799.34,1893.69
MNT0021951,ELV00044,2025-09-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,2.3,50.0,0.0,50.0
MNT0003540,ELV00255,2025-10-17,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH045,Completed,0.8,333.56,893.18,1226.74
MNT0028518,ELV00013,2025-05-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,1.3,50.0,391.43,441.43
MNT0008116,ELV00446,2025-09-23,Emergency,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for emergency action.,TCH029,Completed,4.1,1840.59,3386.95,5227.54
MNT0020989,ELV00100,2026-02-05,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH038,Completed,0.8,78.3,60.4,138.7
MNT0029321,ELV00335,2025-11-02,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH058,Completed,1.3,123.25,339.24,462.49
MNT0009167,ELV00111,2025-03-31,Corrective,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for corrective action.,TCH004,In Progress,1.9,569.93,288.88,858.81
MNT0020485,ELV00147,2026-03-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH085,Completed,1.7,153.02,576.62,729.64
MNT0026850,ELV00175,2025-05-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH042,Completed,1.9,114.48,686.62,801.1
MNT0007179,ELV00131,2025-10-06,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH008,Completed,1.5,541.19,608.34,1149.53
MNT0003978,ELV00216,2025-03-17,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH091,Completed,1.0,371.58,229.48,601.06
MNT0028376,ELV00072,2025-04-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH049,Completed,3.2,75.2,3208.48,3283.68
MNT0026532,ELV00368,2026-03-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH036,Completed,2.6,102.36,2416.03,2518.39
MNT0007121,ELV00429,2025-02-23,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH073,Completed,0.5,268.89,234.11,503.0
MNT0012509,ELV00329,2025-07-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH086,Completed,2.6,53.12,4236.74,4289.86
MNT0028670,ELV00498,2025-08-25,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Completed,0.9,99.7,2137.11,2236.81
MNT0012320,ELV00053,2026-02-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH006,Completed,1.0,66.43,1554.68,1621.11
MNT0019514,ELV00393,2026-06-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH093,Completed,2.1,58.03,911.88,969.91
MNT0022104,ELV00054,2026-02-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH066,Completed,0.9,65.05,3022.29,3087.34
MNT0017637,ELV00012,2026-06-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH003,Completed,1.7,105.02,439.43,544.45
MNT0003534,ELV00235,2026-02-05,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH038,Completed,3.1,791.93,1527.92,2319.85
MNT0023258,ELV00381,2025-11-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH073,Completed,1.5,70.72,400.56,471.28
MNT0011572,ELV00358,2026-02-09,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,1.1,80.59,1702.74,1783.33
MNT0002975,ELV00277,2026-04-25,Corrective,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for corrective action.,TCH002,In Progress,0.5,528.22,88.47,616.69
MNT0016945,ELV00039,2025-02-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH087,Completed,1.4,92.62,802.48,895.1
MNT0025414,ELV00207,2025-05-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH065,Completed,2.1,50.0,484.53,534.53
MNT0019680,ELV00204,2025-09-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH025,Completed,1.3,50.0,1392.06,1442.06
MNT0013843,ELV00333,2026-05-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH070,Completed,1.9,90.76,172.88,263.64
MNT0008074,ELV00041,2025-05-04,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH047,Completed,1.4,393.75,2942.35,3336.1
MNT0020336,ELV00483,2025-10-15,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH017,Completed,1.9,73.73,1340.24,1413.97
MNT0017395,ELV00301,2025-02-10,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH098,Completed,1.9,67.65,2171.55,2239.2
MNT0008297,ELV00167,2025-05-07,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH038,Completed,2.5,357.39,0.0,357.39
MNT0013539,ELV00045,2026-01-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,1.3,96.95,0.0,96.95
MNT0020108,ELV00460,2026-01-18,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH076,Completed,1.5,50.0,360.27,410.27
MNT0016352,ELV00226,2025-05-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH037,Completed,0.5,51.5,222.72,274.22
MNT0012183,ELV00137,2026-01-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH060,Completed,1.9,50.0,331.34,381.34
MNT0019069,ELV00482,2025-10-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH078,Completed,1.2,63.04,415.31,478.35
MNT0024106,ELV00046,2026-02-12,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,1.7,78.58,624.39,702.97
MNT0029546,ELV00077,2026-03-13,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH067,Completed,1.4,74.47,0.0,74.47
MNT0009462,ELV00141,2025-06-10,Corrective,Load Sensor Anomaly,Load Sensor Anomaly detected via IoT alarm (E202); technician dispatched for corrective action.,TCH098,Completed,1.1,579.35,1237.96,1817.31
MNT0015351,ELV00018,2026-01-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH012,Scheduled,0.5,131.8,3660.75,3792.55
MNT0028870,ELV00190,2025-03-29,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH043,Completed,1.8,83.13,452.45,535.58
MNT0007483,ELV00055,2025-12-27,Emergency,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for emergency action.,TCH050,Completed,2.8,257.42,130.95,388.37
MNT0016383,ELV00070,2026-06-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH075,Completed,3.0,91.49,471.36,562.85
MNT0018703,ELV00166,2025-07-28,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH013,Completed,1.9,167.3,524.77,692.07
MNT0000276,ELV00283,2026-04-09,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH100,Completed,1.0,227.35,102.53,329.88
MNT0003344,ELV00354,2025-04-27,Corrective,Electrical Power Fault,Electrical Power Fault detected via IoT alarm (E505); technician dispatched for corrective action.,TCH011,Completed,0.7,147.59,883.88,1031.47
MNT0029493,ELV00055,2026-06-26,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH030,Completed,0.9,50.0,3091.6,3141.6
MNT0025415,ELV00093,2025-11-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH032,Completed,1.7,72.52,769.64,842.16
MNT0007622,ELV00238,2025-12-26,Emergency,Abnormal Vibration,Abnormal Vibration detected via IoT alarm (E404); technician dispatched for emergency action.,TCH084,Completed,1.3,281.11,157.88,438.99
MNT0027144,ELV00345,2025-11-06,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH048,Completed,0.6,81.79,865.29,947.08
MNT0018441,ELV00450,2025-12-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH053,Completed,1.7,83.26,1050.73,1133.99
MNT0029164,ELV00108,2025-11-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH032,Completed,1.4,202.18,956.4,1158.58
MNT0016277,ELV00216,2026-03-21,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH091,Completed,1.7,54.37,1770.14,1824.51
MNT0010742,ELV00401,2025-03-24,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH024,Completed,2.6,73.65,1147.9,1221.55
MNT0017271,ELV00337,2025-09-07,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH056,Scheduled,1.0,86.44,1495.83,1582.27
MNT0023781,ELV00070,2026-01-20,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH100,Completed,1.1,74.88,1633.72,1708.6
MNT0000633,ELV00090,2025-05-31,Emergency,Speed Regulation Fault,Speed Regulation Fault detected via IoT alarm (E808); technician dispatched for emergency action.,TCH008,Completed,2.5,349.76,1837.57,2187.33
MNT0012556,ELV00149,2025-09-16,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH034,Completed,1.9,141.94,1874.54,2016.48
MNT0028457,ELV00281,2026-01-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH086,Completed,0.9,102.46,5993.09,6095.55
MNT0026340,ELV00217,2025-05-11,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH050,Scheduled,0.5,50.0,327.01,377.01
MNT0015551,ELV00099,2025-08-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH076,Completed,1.1,72.39,1573.41,1645.8
MNT0013870,ELV00143,2025-02-03,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH027,Scheduled,0.8,81.54,602.54,684.08
MNT0021711,ELV00057,2026-05-31,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH057,Completed,0.8,79.52,0.0,79.52
MNT0013389,ELV00040,2026-05-04,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH008,Completed,2.4,55.14,212.82,267.96
MNT0021569,ELV00484,2025-04-30,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH017,Completed,1.0,93.05,1834.83,1927.88
MNT0023625,ELV00136,2026-02-27,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH007,Completed,0.9,50.0,1179.53,1229.53
MNT0020136,ELV00500,2025-07-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH071,Completed,1.2,53.11,997.3,1050.41
MNT0006737,ELV00143,2025-08-09,Corrective,Control Communication Fault,Control Communication Fault detected via IoT alarm (E707); technician dispatched for corrective action.,TCH093,In Progress,1.8,645.15,0.0,645.15
MNT0007268,ELV00444,2025-04-15,Corrective,Door System Malfunction,Door System Malfunction detected via IoT alarm (E101); technician dispatched for corrective action.,TCH034,Completed,0.8,263.18,284.36,547.54
MNT0008170,ELV00277,2025-12-31,Emergency,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for emergency action.,TCH078,Scheduled,4.6,273.8,2951.34,3225.14
MNT0021784,ELV00243,2025-09-08,Preventive,Routine Inspection,Scheduled preventive maintenance and safety inspection per service contract.,TCH088,Completed,1.8,83.72,317.9,401.62
MNT0005477,ELV00264,2025-06-23,Corrective,Brake System Fault,Brake System Fault detected via IoT alarm (E606); technician dispatched for corrective action.,TCH044,Completed,1.1,271.11,795.29,1066.4
MNT0008944,ELV00368,2025-08-14,Emergency,Motor Overheating,Motor Overheating detected via IoT alarm (E303); technician dispatched for emergency action.,TCH041,Completed,3.1,894.11,478.64,1372.75
